original_text,tokenized_text,avg_politeness_score,politeness_std,all_politeness_scores,binary_politeness_score,doc_len
"If you are insecure about your pet IDE being criticized, then by all means, step up and defend it.  How do I define a custom key binding in eclipse?","['if', 'you', 'are', 'insecure', 'about', 'your', 'pet', 'ide', 'being', 'criticized', ',', 'then', 'by', 'all', 'means', ',', 'step', 'up', 'and', 'defend', 'it', '.', 'how', 'do', 'i', 'define', 'a', 'custom', 'key', 'binding', 'in', 'eclipse', '?']",11.8,5.035871324805669,"[13, 16, 15, 2, 13]",-1,33
"All my edits to clear Lloyd George disappeared from the running count. They haven't been undone, is this a bug?","['all', 'my', 'edits', 'to', 'clear', 'lloyd', 'george', 'disappeared', 'from', 'the', 'running', 'count', '.', 'they', 'have', ""n't"", 'been', 'undone', ',', 'is', 'this', 'a', 'bug', '?']",12.4,1.7435595774162693,"[13, 9, 13, 13, 14]",0,24
"Sorry, I can't see it. Would you mind cutting and pasting the sentence that says she won an award?","['sorry', ',', 'i', 'ca', ""n't"", 'see', 'it', '.', 'would', 'you', 'mind', 'cutting', 'and', 'pasting', 'the', 'sentence', 'that', 'says', 'she', 'won', 'an', 'award', '?']",16.2,1.5999999999999999,"[17, 17, 17, 17, 13]",1,23
"Firstly, I think we're gonna need to see some source for the page you're having problems with.  Secondly, have you tried a ""View source"" on the resulting page to see if there's anything else in there?","['firstly', ',', 'i', 'think', 'we', ""'re"", 'gon', 'na', 'need', 'to', 'see', 'some', 'source', 'for', 'the', 'page', 'you', ""'re"", 'having', 'problems', 'with', '.', 'secondly', ',', 'have', 'you', 'tried', 'a', '``', 'view', 'source', ""''"", 'on', 'the', 'resulting', 'page', 'to', 'see', 'if', 'there', ""'s"", 'anything', 'else', 'in', 'there', '?']",12.6,4.31740662898458,"[9, 16, 17, 15, 6]",0,46
Can't you just generate the HTML code in a manner that marks the blocks which can be hidden with divs? Why are you bound to that representation?,"['ca', ""n't"", 'you', 'just', 'generate', 'the', 'html', 'code', 'in', 'a', 'manner', 'that', 'marks', 'the', 'blocks', 'which', 'can', 'be', 'hidden', 'with', 'divs', '?', 'why', 'are', 'you', 'bound', 'to', 'that', 'representation', '?']",13.4,2.65329983228432,"[13, 9, 17, 15, 13]",0,30
"The items in  question  would have their notability  already  asserted in  their own Wikipedia pages -  or is this not  a correct  assumption? How can we resolve this, and how can we adapt our future preparation  of, and reviewing of GAC, if in fact it is necessary?","['the', 'items', 'in', 'question', 'would', 'have', 'their', 'notability', 'already', 'asserted', 'in', 'their', 'own', 'wikipedia', 'pages', '-', 'or', 'is', 'this', 'not', 'a', 'correct', 'assumption', '?', 'how', 'can', 'we', 'resolve', 'this', ',', 'and', 'how', 'can', 'we', 'adapt', 'our', 'future', 'preparation', 'of', ',', 'and', 'reviewing', 'of', 'gac', ',', 'if', 'in', 'fact', 'it', 'is', 'necessary', '?']",13.8,1.5999999999999999,"[15, 11, 15, 15, 13]",0,52
"Slightly more seriously, there's a discussion over at <url> about the lack of non-European info regards torture.  Any chance that in your manifold research on all things psychohistorical you've found something that could be used to expand the section?","['slightly', 'more', 'seriously', ',', 'there', ""'s"", 'a', 'discussion', 'over', 'at', '<', 'url', '>', 'about', 'the', 'lack', 'of', 'non-european', 'info', 'regards', 'torture', '.', 'any', 'chance', 'that', 'in', 'your', 'manifold', 'research', 'on', 'all', 'things', 'psychohistorical', 'you', ""'ve"", 'found', 'something', 'that', 'could', 'be', 'used', 'to', 'expand', 'the', 'section', '?']",16.4,2.33238075793812,"[17, 17, 13, 20, 15]",1,46
"I'll be touch and go for a few days, but hopefully I will have a stable connection again. In the mean time, I think there are a few things I need to get caught up on, yes?","['i', ""'ll"", 'be', 'touch', 'and', 'go', 'for', 'a', 'few', 'days', ',', 'but', 'hopefully', 'i', 'will', 'have', 'a', 'stable', 'connection', 'again', '.', 'in', 'the', 'mean', 'time', ',', 'i', 'think', 'there', 'are', 'a', 'few', 'things', 'i', 'need', 'to', 'get', 'caught', 'up', 'on', ',', 'yes', '?']",13.8,1.5999999999999999,"[13, 17, 13, 13, 13]",0,43
Need help with EF 175 via email. Mind <url> so we can discuss?,"['need', 'help', 'with', 'ef', '175', 'via', 'email', '.', 'mind', '<', 'url', '>', 'so', 'we', 'can', 'discuss', '?']",15.6,2.65329983228432,"[13, 17, 15, 13, 20]",0,17
Where would you like the review? On the article talk page?,"['where', 'would', 'you', 'like', 'the', 'review', '?', 'on', 'the', 'article', 'talk', 'page', '?']",15.4,3.2,"[13, 21, 13, 17, 13]",0,13
I was thinking about creating a page about Nintendo eShop. And since you are a well trusted user I am asking you if you think that would just be deleted because there isn't enough information?,"['i', 'was', 'thinking', 'about', 'creating', 'a', 'page', 'about', 'nintendo', 'eshop', '.', 'and', 'since', 'you', 'are', 'a', 'well', 'trusted', 'user', 'i', 'am', 'asking', 'you', 'if', 'you', 'think', 'that', 'would', 'just', 'be', 'deleted', 'because', 'there', 'is', ""n't"", 'enough', 'information', '?']",20.6,2.8705400188814645,"[17, 25, 21, 22, 18]",1,38
"Are you asking how to persist the data (Access, Excel, Flat file) or how to query the data efficiently? Are you going to build this DataTable every time your application runs or do you need to persist it somewhere?","['are', 'you', 'asking', 'how', 'to', 'persist', 'the', 'data', '(', 'access', ',', 'excel', ',', 'flat', 'file', ')', 'or', 'how', 'to', 'query', 'the', 'data', 'efficiently', '?', 'are', 'you', 'going', 'to', 'build', 'this', 'datatable', 'every', 'time', 'your', 'application', 'runs', 'or', 'do', 'you', 'need', 'to', 'persist', 'it', 'somewhere', '?']",16.2,2.481934729198171,"[19, 13, 14, 16, 19]",0,45
I'm not sure what your problem is here. Is it that GMail let the e-mail into your inbox despite it being flagged as spam or from an address on your blacklist?,"['i', ""'m"", 'not', 'sure', 'what', 'your', 'problem', 'is', 'here', '.', 'is', 'it', 'that', 'gmail', 'let', 'the', 'e-mail', 'into', 'your', 'inbox', 'despite', 'it', 'being', 'flagged', 'as', 'spam', 'or', 'from', 'an', 'address', 'on', 'your', 'blacklist', '?']",16.0,3.5777087639996634,"[13, 21, 17, 18, 11]",1,34
"If there are duplicate items in the trees, should the duplicates be merged or not?  For example, if the trees are [1,2,3,4] and [1,2,5] should the result be [1,1,2,2,3,4,5] or [1,2,3,4,5]?","['if', 'there', 'are', 'duplicate', 'items', 'in', 'the', 'trees', ',', 'should', 'the', 'duplicates', 'be', 'merged', 'or', 'not', '?', 'for', 'example', ',', 'if', 'the', 'trees', 'are', '[', '1,2,3,4', ']', 'and', '[', '1,2,5', ']', 'should', 'the', 'result', 'be', '[', '1,1,2,2,3,4,5', ']', 'or', '[', '1,2,3,4,5', ']', '?']",17.0,4.381780460041329,"[13, 25, 17, 17, 13]",1,43
"Okay, so you just want to get a feel for what's out there, and know you want CCK-like functionality.  Any other specific features you're looking for, or aspects of Drupal that you'd like to avoid?","['okay', ',', 'so', 'you', 'just', 'want', 'to', 'get', 'a', 'feel', 'for', 'what', ""'s"", 'out', 'there', ',', 'and', 'know', 'you', 'want', 'cck-like', 'functionality', '.', 'any', 'other', 'specific', 'features', 'you', ""'re"", 'looking', 'for', ',', 'or', 'aspects', 'of', 'drupal', 'that', 'you', ""'d"", 'like', 'to', 'avoid', '?']",17.4,1.9595917942265424,"[17, 17, 17, 15, 21]",1,43
Are there any additional assumptions? E.g. O(1) size for the set of point-to nodes?,"['are', 'there', 'any', 'additional', 'assumptions', '?', 'e.g', '.', 'o', '(', '1', ')', 'size', 'for', 'the', 'set', 'of', 'point-to', 'nodes', '?']",16.2,3.919183588453085,"[13, 13, 21, 21, 13]",0,20
"@btilly. Sounds pretty brute-force :) If that's your proposal, why not writing it in an answer instead of a comment?","['@', 'btilly', '.', 'sounds', 'pretty', 'brute-force', ':', ')', 'if', 'that', ""'s"", 'your', 'proposal', ',', 'why', 'not', 'writing', 'it', 'in', 'an', 'answer', 'instead', 'of', 'a', 'comment', '?']",13.4,5.535341001239219,"[17, 5, 10, 21, 14]",0,26
Thanks! Why not in refrigerator?  Does that do harm?,"['thanks', '!', 'why', 'not', 'in', 'refrigerator', '?', 'does', 'that', 'do', 'harm', '?']",17.8,3.059411708155671,"[20, 13, 17, 22, 17]",1,12
Fire rating is usually measured in minutes.  Do you have an idea of how long you want to contain a fire?,"['fire', 'rating', 'is', 'usually', 'measured', 'in', 'minutes', '.', 'do', 'you', 'have', 'an', 'idea', 'of', 'how', 'long', 'you', 'want', 'to', 'contain', 'a', 'fire', '?']",16.8,2.7129319932501073,"[15, 13, 21, 17, 18]",1,23
"Do you know how to make the 'All Star Template' appear only at the bottom, as well as the 'Confirmed future sites', so the actual table appears at the top of the page??","['do', 'you', 'know', 'how', 'to', 'make', 'the', ""'all"", 'star', 'template', ""'"", 'appear', 'only', 'at', 'the', 'bottom', ',', 'as', 'well', 'as', 'the', ""'confirmed"", 'future', 'sites', ""'"", ',', 'so', 'the', 'actual', 'table', 'appears', 'at', 'the', 'top', 'of', 'the', 'page', '?', '?']",17.2,2.4,"[13, 17, 19, 17, 20]",1,39
Hate to be a bother... but need help with getting the bot running? Anything I can do as a non programmer?,"['hate', 'to', 'be', 'a', 'bother', '...', 'but', 'need', 'help', 'with', 'getting', 'the', 'bot', 'running', '?', 'anything', 'i', 'can', 'do', 'as', 'a', 'non', 'programmer', '?']",20.2,2.993325909419153,"[17, 17, 21, 25, 21]",1,24
"Just parents/children, or all ancestors/descendants? Also, which flavour of SQL are you using?","['just', 'parents/children', ',', 'or', 'all', 'ancestors/descendants', '?', 'also', ',', 'which', 'flavour', 'of', 'sql', 'are', 'you', 'using', '?']",13.6,3.0724582991474434,"[17, 9, 17, 13, 12]",0,17
"And also ... what was the _starting_ temp. Was the food cold, or ambient temp when you started reheating?","['and', 'also', '...', 'what', 'was', 'the', '_starting_', 'temp', '.', 'was', 'the', 'food', 'cold', ',', 'or', 'ambient', 'temp', 'when', 'you', 'started', 'reheating', '?']",15.2,3.370459909270543,"[15, 21, 13, 16, 11]",0,22
"What version of Oracle?  Frankly, working on the full name for string manipulation is not recommended -- what if someone has a last name with a space between two words?","['what', 'version', 'of', 'oracle', '?', 'frankly', ',', 'working', 'on', 'the', 'full', 'name', 'for', 'string', 'manipulation', 'is', 'not', 'recommended', '--', 'what', 'if', 'someone', 'has', 'a', 'last', 'name', 'with', 'a', 'space', 'between', 'two', 'words', '?']",13.6,3.2,"[17, 11, 9, 17, 14]",0,33
Does the command lines work when ran from python manage.py shell? Does the pb occur when the site is served with python manage.py runserver?,"['does', 'the', 'command', 'lines', 'work', 'when', 'ran', 'from', 'python', 'manage.py', 'shell', '?', 'does', 'the', 'pb', 'occur', 'when', 'the', 'site', 'is', 'served', 'with', 'python', 'manage.py', 'runserver', '?']",14.2,2.4,"[13, 13, 19, 13, 13]",0,26
"As for restoring the image, no I will not. Did you consider that you are asking me to put up an image for which I know the ""fair use"" claim to be bogus, and that this is illegal?","['as', 'for', 'restoring', 'the', 'image', ',', 'no', 'i', 'will', 'not', '.', 'did', 'you', 'consider', 'that', 'you', 'are', 'asking', 'me', 'to', 'put', 'up', 'an', 'image', 'for', 'which', 'i', 'know', 'the', '``', 'fair', 'use', ""''"", 'claim', 'to', 'be', 'bogus', ',', 'and', 'that', 'this', 'is', 'illegal', '?']",9.2,3.249615361854384,"[5, 9, 15, 8, 9]",-1,44
"I don't know what page you are talking about, as this is your only edit. Did you perhaps have another account?","['i', 'do', ""n't"", 'know', 'what', 'page', 'you', 'are', 'talking', 'about', ',', 'as', 'this', 'is', 'your', 'only', 'edit', '.', 'did', 'you', 'perhaps', 'have', 'another', 'account', '?']",13.2,2.993325909419153,"[13, 15, 17, 8, 13]",0,25
Do other people see your ads? Have you tried using a proxy?,"['do', 'other', 'people', 'see', 'your', 'ads', '?', 'have', 'you', 'tried', 'using', 'a', 'proxy', '?']",13.8,1.7204650534085253,"[12, 14, 13, 13, 17]",0,14
Which end are you talking about?  the part that plugs into the car for the part that plugs into the phone?,"['which', 'end', 'are', 'you', 'talking', 'about', '?', 'the', 'part', 'that', 'plugs', 'into', 'the', 'car', 'for', 'the', 'part', 'that', 'plugs', 'into', 'the', 'phone', '?']",13.2,0.39999999999999997,"[13, 14, 13, 13, 13]",0,23
"Why -1?
what wrong with ppl here?","['why', '-1', '?', 'what', 'wrong', 'with', 'ppl', 'here', '?']",7.4,2.5768197453450252,"[5, 4, 9, 8, 11]",-1,9
"Thank you, I was wondering what type of unit this was. Civil Defence, some kind of police squad, or perhaps even Freikorps?","['thank', 'you', ',', 'i', 'was', 'wondering', 'what', 'type', 'of', 'unit', 'this', 'was', '.', 'civil', 'defence', ',', 'some', 'kind', 'of', 'police', 'squad', ',', 'or', 'perhaps', 'even', 'freikorps', '?']",17.8,2.0396078054371136,"[21, 15, 17, 17, 19]",1,27
I apologize if I have misunderstood.  Are you not an acknowledged devotee of Prem Rawat?,"['i', 'apologize', 'if', 'i', 'have', 'misunderstood', '.', 'are', 'you', 'not', 'an', 'acknowledged', 'devotee', 'of', 'prem', 'rawat', '?']",18.8,6.144916598294887,"[11, 12, 25, 21, 25]",1,17
"This seems like a recipe request to me: ""step by step comprehensive guide"". What exactly are you having trouble with?","['this', 'seems', 'like', 'a', 'recipe', 'request', 'to', 'me', ':', '``', 'step', 'by', 'step', 'comprehensive', 'guide', ""''"", '.', 'what', 'exactly', 'are', 'you', 'having', 'trouble', 'with', '?']",15.8,3.655133376499413,"[13, 18, 13, 13, 22]",0,25
"the title is a bit awkward, I had no idea what the Q was about before reading it. Perhaps ""great GIS, maps & cartography quotes""?","['the', 'title', 'is', 'a', 'bit', 'awkward', ',', 'i', 'had', 'no', 'idea', 'what', 'the', 'q', 'was', 'about', 'before', 'reading', 'it', '.', 'perhaps', '``', 'great', 'gis', ',', 'maps', '&', 'cartography', 'quotes', ""''"", '?']",14.6,3.2000000000000006,"[13, 21, 13, 13, 13]",0,31
It's not that I don't like to use `memoir` commands -- it's that I don't know what they are in the first place. =) Could you please extend your answer to include the code which produces the same result but uses only `memoir` commands?,"['it', ""'s"", 'not', 'that', 'i', 'do', ""n't"", 'like', 'to', 'use', '`', 'memoir', '`', 'commands', '--', 'it', ""'s"", 'that', 'i', 'do', ""n't"", 'know', 'what', 'they', 'are', 'in', 'the', 'first', 'place', '.', '=', ')', 'could', 'you', 'please', 'extend', 'your', 'answer', 'to', 'include', 'the', 'code', 'which', 'produces', 'the', 'same', 'result', 'but', 'uses', 'only', '`', 'memoir', '`', 'commands', '?']",14.8,3.1240998703626617,"[13, 13, 21, 14, 13]",0,55
"Wait, that wasn't the question, was it. What appears after these that I don't have?","['wait', ',', 'that', 'was', ""n't"", 'the', 'question', ',', 'was', 'it', '.', 'what', 'appears', 'after', 'these', 'that', 'i', 'do', ""n't"", 'have', '?']",11.0,2.6076809620810595,"[9, 9, 10, 11, 16]",-1,21
4*7! - for n = 8.  What if n > 100?,"['4', '*', '7', '!', '-', 'for', 'n', '=', '8', '.', 'what', 'if', 'n', '>', '100', '?']",14.8,3.6,"[15, 13, 21, 10, 15]",0,16
"...and, really, BeeGees?  And not Peter Frampton?","['...', 'and', ',', 'really', ',', 'beegees', '?', 'and', 'not', 'peter', 'frampton', '?']",9.8,2.315167380558045,"[8, 7, 13, 12, 9]",-1,12
Sigh. Did arbcomm teach you nothing?,"['sigh', '.', 'did', 'arbcomm', 'teach', 'you', 'nothing', '?']",2.6,1.3564659966250538,"[1, 4, 1, 3, 4]",-1,8
Indeed. Why were the comments removed?,"['indeed', '.', 'why', 'were', 'the', 'comments', 'removed', '?']",14.2,1.5999999999999999,"[13, 17, 13, 15, 13]",0,8
How did you install mysql? How do you call the script?,"['how', 'did', 'you', 'install', 'mysql', '?', 'how', 'do', 'you', 'call', 'the', 'script', '?']",13.4,0.4898979485566356,"[13, 13, 14, 13, 14]",0,13
As far as I'm aware it should work correctly. Could you provide an example?,"['as', 'far', 'as', 'i', ""'m"", 'aware', 'it', 'should', 'work', 'correctly', '.', 'could', 'you', 'provide', 'an', 'example', '?']",11.6,1.4966629547095764,"[13, 9, 13, 11, 12]",0,17
"the answer is `math error`, for `n/0`, the first element. do you mean from 1 to logn?","['the', 'answer', 'is', '`', 'math', 'error', '`', ',', 'for', '`', 'n/0', '`', ',', 'the', 'first', 'element', '.', 'do', 'you', 'mean', 'from', '1', 'to', 'logn', '?']",14.0,2.0,"[11, 14, 17, 13, 15]",0,25
"Please forgive me, I'm working on a 20-year-old High School math & physics education. So are two overdots the second derivative?","['please', 'forgive', 'me', ',', 'i', ""'m"", 'working', 'on', 'a', '20-year-old', 'high', 'school', 'math', '&', 'physics', 'education', '.', 'so', 'are', 'two', 'overdots', 'the', 'second', 'derivative', '?']",15.4,1.9595917942265424,"[17, 17, 13, 13, 17]",0,25
Thanks for letting me know. btw on that page I found <person> but before adding that to the list I was wondering if the templatelist on the project should go so deep into detail or if it just stay Germany wide?,"['thanks', 'for', 'letting', 'me', 'know', '.', 'btw', 'on', 'that', 'page', 'i', 'found', '<', 'person', '>', 'but', 'before', 'adding', 'that', 'to', 'the', 'list', 'i', 'was', 'wondering', 'if', 'the', 'templatelist', 'on', 'the', 'project', 'should', 'go', 'so', 'deep', 'into', 'detail', 'or', 'if', 'it', 'just', 'stay', 'germany', 'wide', '?']",17.4,2.6532998322843198,"[13, 21, 17, 17, 19]",1,45
1900 articles! Is this a full-time job?,"['1900', 'articles', '!', 'is', 'this', 'a', 'full-time', 'job', '?']",13.8,7.332121111929345,"[13, 21, 1, 21, 13]",0,9
Hi Fropuff. How do you convert your commutative diagrams from LaTeX to PNG?,"['hi', 'fropuff', '.', 'how', 'do', 'you', 'convert', 'your', 'commutative', 'diagrams', 'from', 'latex', 'to', 'png', '?']",17.2,1.6,"[20, 17, 17, 17, 15]",1,15
"I've poked around with an LP solver and the Nash equilibrium seems not to have an obvious, nice description. Where are you going with this?","['i', ""'ve"", 'poked', 'around', 'with', 'an', 'lp', 'solver', 'and', 'the', 'nash', 'equilibrium', 'seems', 'not', 'to', 'have', 'an', 'obvious', ',', 'nice', 'description', '.', 'where', 'are', 'you', 'going', 'with', 'this', '?']",13.4,2.65329983228432,"[13, 15, 13, 17, 9]",0,29
"I was wondering why, within your first few edits, you could participate in AfDs and RfCs, and welcome yourself.  Are you a quick learner, or had you been editing anonymously for a while?","['i', 'was', 'wondering', 'why', ',', 'within', 'your', 'first', 'few', 'edits', ',', 'you', 'could', 'participate', 'in', 'afds', 'and', 'rfcs', ',', 'and', 'welcome', 'yourself', '.', 'are', 'you', 'a', 'quick', 'learner', ',', 'or', 'had', 'you', 'been', 'editing', 'anonymously', 'for', 'a', 'while', '?']",15.4,5.4258639865002145,"[13, 17, 25, 13, 9]",0,39
"You do `global $post`, but at the time `content_save_pre` runs, no `$post` object exists (since you are right before saving it). Could this be your problem?","['you', 'do', '`', 'global', '$', 'post', '`', ',', 'but', 'at', 'the', 'time', '`', 'content_save_pre', '`', 'runs', ',', 'no', '`', '$', 'post', '`', 'object', 'exists', '(', 'since', 'you', 'are', 'right', 'before', 'saving', 'it', ')', '.', 'could', 'this', 'be', 'your', 'problem', '?']",6.0,3.5777087639996634,"[11, 1, 9, 4, 5]",-1,40
"Great! Do you use IRC at all, or do you stay on-wiki?","['great', '!', 'do', 'you', 'use', 'irc', 'at', 'all', ',', 'or', 'do', 'you', 'stay', 'on-wiki', '?']",14.6,4.963869458396343,"[17, 5, 19, 17, 15]",1,15
"of <url> as those were just plain old copyedit (replacing begining of paragraph ""he""'s with the name and a template fix). I'm assuming you were on the cell phone again?","['of', '<', 'url', '>', 'as', 'those', 'were', 'just', 'plain', 'old', 'copyedit', '(', 'replacing', 'begining', 'of', 'paragraph', '``', 'he', ""''"", ""'s"", 'with', 'the', 'name', 'and', 'a', 'template', 'fix', ')', '.', 'i', ""'m"", 'assuming', 'you', 'were', 'on', 'the', 'cell', 'phone', 'again', '?']",10.4,2.33238075793812,"[9, 7, 13, 10, 13]",-1,40
I don't understand what you mean. Are you saying I cannot link from within a ref tag?,"['i', 'do', ""n't"", 'understand', 'what', 'you', 'mean', '.', 'are', 'you', 'saying', 'i', 'can', 'not', 'link', 'from', 'within', 'a', 'ref', 'tag', '?']",13.8,1.1661903789690602,"[14, 13, 16, 13, 13]",0,21
Let's go back to what you want to add now while I find that notice.  Which source gives what specific information you wish to add to the article right now?,"['let', ""'s"", 'go', 'back', 'to', 'what', 'you', 'want', 'to', 'add', 'now', 'while', 'i', 'find', 'that', 'notice', '.', 'which', 'source', 'gives', 'what', 'specific', 'information', 'you', 'wish', 'to', 'add', 'to', 'the', 'article', 'right', 'now', '?']",16.4,1.7435595774162693,"[17, 14, 15, 17, 19]",0,33
"Could you try re-stating the question a little more clearly?  I'm not clear on how the comma-grouped lists of connections in your ""path"" relates to the input graph G.  For example, D=>A appears twice... does that mean there are two paths from D to A in the graph?","['could', 'you', 'try', 're-stating', 'the', 'question', 'a', 'little', 'more', 'clearly', '?', 'i', ""'m"", 'not', 'clear', 'on', 'how', 'the', 'comma-grouped', 'lists', 'of', 'connections', 'in', 'your', '``', 'path', ""''"", 'relates', 'to', 'the', 'input', 'graph', 'g.', 'for', 'example', ',', 'd=', '>', 'a', 'appears', 'twice', '...', 'does', 'that', 'mean', 'there', 'are', 'two', 'paths', 'from', 'd', 'to', 'a', 'in', 'the', 'graph', '?']",13.2,4.791659420284375,"[8, 9, 12, 16, 21]",0,57
"If you want it CW, you have to flag it for moederator attention. Anyway, even as a CW question I don't really this is a real question... What's the point listing results in various fields of physics that one consider ""counter-intuitive"" ?","['if', 'you', 'want', 'it', 'cw', ',', 'you', 'have', 'to', 'flag', 'it', 'for', 'moederator', 'attention', '.', 'anyway', ',', 'even', 'as', 'a', 'cw', 'question', 'i', 'do', ""n't"", 'really', 'this', 'is', 'a', 'real', 'question', '...', 'what', ""'s"", 'the', 'point', 'listing', 'results', 'in', 'various', 'fields', 'of', 'physics', 'that', 'one', 'consider', '``', 'counter-intuitive', ""''"", '?']",15.4,3.2,"[13, 21, 13, 17, 13]",0,50
"I created these articles. So what your saying is that when I finish the bigger article, redirect these articles to the big one?","['i', 'created', 'these', 'articles', '.', 'so', 'what', 'your', 'saying', 'is', 'that', 'when', 'i', 'finish', 'the', 'bigger', 'article', ',', 'redirect', 'these', 'articles', 'to', 'the', 'big', 'one', '?']",13.0,3.5777087639996634,"[9, 13, 17, 17, 9]",0,26
Thanks for adding that pmc= support to <url>. I made a suggestion for further improvement in <url>; can you please follow up there if you have the time?,"['thanks', 'for', 'adding', 'that', 'pmc=', 'support', 'to', '<', 'url', '>', '.', 'i', 'made', 'a', 'suggestion', 'for', 'further', 'improvement', 'in', '<', 'url', '>', ';', 'can', 'you', 'please', 'follow', 'up', 'there', 'if', 'you', 'have', 'the', 'time', '?']",20.2,1.5999999999999999,"[21, 17, 21, 21, 21]",1,35
I have always maintained a control of the military section and I can check up the names in the educational section. Which section would you like to clean-up?,"['i', 'have', 'always', 'maintained', 'a', 'control', 'of', 'the', 'military', 'section', 'and', 'i', 'can', 'check', 'up', 'the', 'names', 'in', 'the', 'educational', 'section', '.', 'which', 'section', 'would', 'you', 'like', 'to', 'clean-up', '?']",17.2,2.2271057451320084,"[17, 21, 17, 14, 17]",1,30
"Because different different languages have different strengths and libraries already written for them. If I wanted to write lots of set up code for this problem, why would I pick a dynamic language, why not give myself more work and code in Java or C?","['because', 'different', 'different', 'languages', 'have', 'different', 'strengths', 'and', 'libraries', 'already', 'written', 'for', 'them', '.', 'if', 'i', 'wanted', 'to', 'write', 'lots', 'of', 'set', 'up', 'code', 'for', 'this', 'problem', ',', 'why', 'would', 'i', 'pick', 'a', 'dynamic', 'language', ',', 'why', 'not', 'give', 'myself', 'more', 'work', 'and', 'code', 'in', 'java', 'or', 'c', '?']",12.8,2.315167380558045,"[13, 12, 17, 10, 12]",-1,49
@jmiller: Do you get any javascript errors? Have you opened firebug to see the differences in the data being retrieved via AJAX?,"['@', 'jmiller', ':', 'do', 'you', 'get', 'any', 'javascript', 'errors', '?', 'have', 'you', 'opened', 'firebug', 'to', 'see', 'the', 'differences', 'in', 'the', 'data', 'being', 'retrieved', 'via', 'ajax', '?']",15.2,2.993325909419153,"[13, 13, 15, 14, 21]",0,26
"I don't think I understand this question.  If the sorted arrays are the index positions where the words occur, why are word1 and word2 both at index 4 and word2 and 3 at index 5?","['i', 'do', ""n't"", 'think', 'i', 'understand', 'this', 'question', '.', 'if', 'the', 'sorted', 'arrays', 'are', 'the', 'index', 'positions', 'where', 'the', 'words', 'occur', ',', 'why', 'are', 'word1', 'and', 'word2', 'both', 'at', 'index', '4', 'and', 'word2', 'and', '3', 'at', 'index', '5', '?']",12.2,2.7856776554368237,"[9, 13, 9, 16, 14]",-1,39
"Heh, thanks. Do you know of any scripts that might come in handy?","['heh', ',', 'thanks', '.', 'do', 'you', 'know', 'of', 'any', 'scripts', 'that', 'might', 'come', 'in', 'handy', '?']",17.8,1.7204650534085253,"[21, 17, 16, 18, 17]",1,16
You asked for help? What help do you need?,"['you', 'asked', 'for', 'help', '?', 'what', 'help', 'do', 'you', 'need', '?']",13.0,3.3466401061363023,"[9, 15, 9, 17, 15]",0,11
"I'm probably going to be sorry I asked, but what's a BA? ""Bachelor of Arts"", ""Benefits Administrator"", ""Bad Ass""?","['i', ""'m"", 'probably', 'going', 'to', 'be', 'sorry', 'i', 'asked', ',', 'but', 'what', ""'s"", 'a', 'ba', '?', '``', 'bachelor', 'of', 'arts', ""''"", ',', '``', 'benefits', 'administrator', ""''"", ',', '``', 'bad', 'ass', ""''"", '?']",17.6,3.8262252939417984,"[17, 13, 22, 14, 22]",1,32
Okay. When will it start?,"['okay', '.', 'when', 'will', 'it', 'start', '?']",13.4,2.65329983228432,"[17, 13, 9, 15, 13]",0,7
"See <url>. I've made them, can you help fill them out and place them in the articles?","['see', '<', 'url', '>', '.', 'i', ""'ve"", 'made', 'them', ',', 'can', 'you', 'help', 'fill', 'them', 'out', 'and', 'place', 'them', 'in', 'the', 'articles', '?']",15.4,5.571355310873648,"[23, 9, 9, 17, 19]",0,23
"Are the x/y coordinates actually reals or integers? That is, can you determine a neighbor by finding the tile with x=x+1 & y=y?","['are', 'the', 'x/y', 'coordinates', 'actually', 'reals', 'or', 'integers', '?', 'that', 'is', ',', 'can', 'you', 'determine', 'a', 'neighbor', 'by', 'finding', 'the', 'tile', 'with', 'x=x+1', '&', 'y=y', '?']",16.2,1.32664991614216,"[16, 17, 18, 16, 14]",1,26
"What is a ""pair"" - can you give an example?  I.e. is { 3, -3 } a pair, or is { 3, 3 } a pair?","['what', 'is', 'a', '``', 'pair', ""''"", '-', 'can', 'you', 'give', 'an', 'example', '?', 'i.e', '.', 'is', '{', '3', ',', '-3', '}', 'a', 'pair', ',', 'or', 'is', '{', '3', ',', '3', '}', 'a', 'pair', '?']",15.8,2.993325909419153,"[21, 13, 15, 13, 17]",0,34
"Also, are all of those examples supposed to be sent through the subject line? Furthermore, what happens if I include something in the message body?","['also', ',', 'are', 'all', 'of', 'those', 'examples', 'supposed', 'to', 'be', 'sent', 'through', 'the', 'subject', 'line', '?', 'furthermore', ',', 'what', 'happens', 'if', 'i', 'include', 'something', 'in', 'the', 'message', 'body', '?']",14.6,4.498888751680797,"[17, 9, 13, 12, 22]",0,29
"Is there any way to request a change to the citation template? For example, a <code>style=mla</code> parameter to render the values in MLA style?","['is', 'there', 'any', 'way', 'to', 'request', 'a', 'change', 'to', 'the', 'citation', 'template', '?', 'for', 'example', ',', 'a', '<', 'code', '>', 'style=mla', '<', '/code', '>', 'parameter', 'to', 'render', 'the', 'values', 'in', 'mla', 'style', '?']",15.6,3.6110940170535577,"[14, 21, 16, 17, 10]",0,33
